,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,parsed_json,hobbies,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
35,36,,22,Unknown,87.0,+1-893-021-7782,North Gerald,ali@gmail.com,2018-11-11 00:00:00,Python,,inactive,,average,202.0,2024-12-18 00:00:00,"North Amy 11-kv, dom 49, Tashkent","{""hobbies"": [""stay"", ""even""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 3}, ""soft"": [""generation"", ""group""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 219, ""mother"": 1344}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",Tashkent,,,"{'hobbies': ['stay', 'even'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 3}, 'soft': ['generation', 'group']}, 'family': {'siblings': 1, 'income': {'father': 219, 'mother': 1344}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","stay,even",3.0,5.0,3.0,"generation,group",1.0,219.0,1344.0,laptop,Dell,2017.0,phone,Apple,2021.0
36,37,Jeremy Fry,18,Female,90.0,+1-773-180-2562,New Kent,mccoyandrew@yahoo.com,2023-08-30 22:57:05,Data science,,pending,4.5,average,157.0,1971-02-04 00:00:00,"Apartment 49, New Ian district, Tashkent, UZ, 100606","{""hobbies"":[""score"", ""bar""]}",Tashkent, New Ian,100606,"{'hobbies': ['score', 'bar']}","score,bar",,,,,,,,,,,,,
37,38,Christopher Sosa,20,Male,90.0,+1-138-648-1737,New Aliceland,,2022-08-12 00:00:00,Data science,67.0,active,,excellent,242.0,1970-02-17 19:58:04,"Apartment 22, Youngton district, Tashkent, UZ, 100192","{""hobbies"": [""art"", ""learn""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 3}, ""soft"": [""write"", ""alone""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1354, ""mother"": 448}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",Tashkent, Youngton,100192,"{'hobbies': ['art', 'learn'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 3}, 'soft': ['write', 'alone']}, 'family': {'siblings': 2, 'income': {'father': 1354, 'mother': 448}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}","art,learn",3.0,2.0,3.0,"write,alone",2.0,1354.0,448.0,laptop,Lenovo,2024.0,phone,Samsung,2020.0
38,39,David Duke,20,Female,,+1-526-677-6949,Harrishaven,baguilar@hotmail.com,2004-09-26 00:00:00,Python,,active,,excellent,159.0,2022-05-25 01:20:33,UZ 100766 Tashkent Port William,"{""hobbies"":[""challenge"", ""trouble""]}",Tashkent,,100766,"{'hobbies': ['challenge', 'trouble']}","challenge,trouble",,,,,,,,,,,,,
39,40,Sara Page,20,Female,71.0,,West William,edgar27@phillipsmartin.info,2022-03-26 05:45:17,Python,,inactive,,,140.0,1993-10-06 00:00:00,"73317 Timothy Port Suite 163, Dicksonbury","{""hobbies"": [""imagine"", ""middle""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 4}, ""soft"": [""begin"", ""movement""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 270, ""mother"": 255}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",,,,"{'hobbies': ['imagine', 'middle'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 4}, 'soft': ['begin', 'movement']}, 'family': {'siblings': 5, 'income': {'father': 270, 'mother': 255}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","imagine,middle",3.0,4.0,4.0,"begin,movement",5.0,270.0,255.0,laptop,Lenovo,2020.0,phone,Apple,2021.0
40,41,,19,Male,,,West Georgefort,,1975-12-17 00:00:00,Data_sciense,,active,,average,225.0,2021-04-03 02:43:08,"4613 Robert Cliff Suite 875, South Leslie","{""hobbies"": [""particular"", ""turn""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 2}, ""soft"": [""trip"", ""toward""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1364, ""mother"": 1312}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",,,,"{'hobbies': ['particular', 'turn'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 2}, 'soft': ['trip', 'toward']}, 'family': {'siblings': 5, 'income': {'father': 1364, 'mother': 1312}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}","particular,turn",1.0,4.0,2.0,"trip,toward",5.0,1364.0,1312.0,laptop,HP,2017.0,phone,Xiaomi,2019.0
41,42,Mark Smith,0,Male,90.0,,West Morganchester,,1980-12-09 00:00:00,Data science,81.0,inactive,,excellent,255.0,1980-06-06 03:12:08,"Apartment 17, Port Kristopherberg district, Tashkent, UZ, 100563",,Tashkent, Port Kristopherberg,100563,,,,,,,,,,,,,,,
42,43,Amanda Myers,19,Female,90.0,+1-698-115-3243,North Christopherborough,hoganandrew@hotmail.com,2021-06-24 12:05:49,Data science,,pending,,average,140.0,1990-02-09 05:03:04,UZ 100515 Tashkent North Joseph,"{""hobbies"": [""professional"", ""necessary""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 2}, ""soft"": [""recent"", ""tend""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1134, ""mother"": 1304}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",Tashkent,,100515,"{'hobbies': ['professional', 'necessary'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 2}, 'soft': ['recent', 'tend']}, 'family': {'siblings': 1, 'income': {'father': 1134, 'mother': 1304}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","professional,necessary",5.0,4.0,2.0,"recent,tend",1.0,1134.0,1304.0,laptop,Dell,2018.0,phone,Apple,2021.0
43,44,Eric George,18,Male,93.0,,Nathanborough,cynthia47@oneill.com,2022-03-17 10:25:13,Python,,inactive,,good,205.0,2022-06-27 20:25:36,UZ 100297 Tashkent North Candace,"{""hobbies"":[""official"", ""begin""]}",Tashkent,,100297,"{'hobbies': ['official', 'begin']}","official,begin",,,,,,,,,,,,,
44,45,,20,Unknown,83.0,,Duncanfort,,2022-12-26 11:07:23,Data science,,active,0.0,excellent,135.0,2022-11-21 00:00:00,"Annahaven 19-kv, dom 3, Tashkent","{""hobbies"": [""finish"", ""true""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 2}, ""soft"": [""enter"", ""response""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 778, ""mother"": 355}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",Tashkent,,,"{'hobbies': ['finish', 'true'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 2}, 'soft': ['enter', 'response']}, 'family': {'siblings': 5, 'income': {'father': 778, 'mother': 355}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","finish,true",4.0,2.0,2.0,"enter,response",5.0,778.0,355.0,laptop,Lenovo,2021.0,phone,Xiaomi,2022.0
45,46,Brandi Jones,20,Male,,,Ramirezborough,lawrence93@robinsondavis.com,1989-02-03 04:53:00,Data_sciense,92.0,inactive,,,172.0,1975-05-22 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""raise"", ""let""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 2}, ""soft"": [""tell"", ""compare""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 209, ""mother"": 1191}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",,,,"{'hobbies': ['raise', 'let'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 2}, 'soft': ['tell', 'compare']}, 'family': {'siblings': 3, 'income': {'father': 209, 'mother': 1191}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","raise,let",1.0,5.0,2.0,"tell,compare",3.0,209.0,1191.0,laptop,Dell,2016.0,phone,Apple,2021.0
46,47,John Robinson,19,Unknown,51.0,,Port Tracy,wallacerandy@bradshaw.com,2021-01-18 15:09:03,Data science,,active,,average,166.0,1994-04-25 00:00:00,UZ 100626 Tashkent East Williamport,"{""hobbies"": [""above"", ""even""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 5}, ""soft"": [""minute"", ""view""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1127, ""mother"": 1111}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",Tashkent,,100626,"{'hobbies': ['above', 'even'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 5}, 'soft': ['minute', 'view']}, 'family': {'siblings': 4, 'income': {'father': 1127, 'mother': 1111}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}","above,even",3.0,2.0,5.0,"minute,view",4.0,1127.0,1111.0,laptop,HP,2020.0,phone,Apple,2022.0
47,48,Suzanne Meyer,20,Male,95.0,,South Joshua,bartlettchristy@perezstrickland.com,1972-09-21 00:00:00,Data science,,active,,,144.0,1976-01-20 00:00:00,"6637 Michelle Unions Apt. 959, Erikfort","{""hobbies"": [""do"", ""property""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 4}, ""soft"": [""parent"", ""raise""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 709, ""mother"": 1006}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",,,,"{'hobbies': ['do', 'property'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 4}, 'soft': ['parent', 'raise']}, 'family': {'siblings': 1, 'income': {'father': 709, 'mother': 1006}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}","do,property",3.0,1.0,4.0,"parent,raise",1.0,709.0,1006.0,laptop,Dell,2015.0,phone,Apple,2024.0
48,49,,18,Female,90.0,+1-271-809-4741,Lake Michael,ablair@gomez.com,2023-01-02 03:42:09,Data_sciense,81.0,active,,average,225.0,1992-09-19 00:00:00,"00607 Alvarez Circles Suite 553, North Benjamin","{""hobbies"":[""wonder"", ""strong""]}",,,,"{'hobbies': ['wonder', 'strong']}","wonder,strong",,,,,,,,,,,,,
49,50,Justin Wong,18,Female,90.0,+1-010-809-9177,Travisfort,ali@gmail.com,1970-02-03 13:13:00,Data science,,active,3.7,average,164.0,1995-02-16 00:00:00,"Apartment 28, East Andrew district, Tashkent, UZ, 100090","{""hobbies"": [""decide"", ""continue""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 3}, ""soft"": [""these"", ""could""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 204, ""mother"": 506}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",Tashkent, East Andrew,100090,"{'hobbies': ['decide', 'continue'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 3}, 'soft': ['these', 'could']}, 'family': {'siblings': 3, 'income': {'father': 204, 'mother': 506}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","decide,continue",4.0,4.0,3.0,"these,could",3.0,204.0,506.0,laptop,Lenovo,2016.0,phone,Samsung,2024.0
50,51,James Davis,20,Female,61.0,,New Emilyshire,,2014-02-09 00:00:00,Data science,,inactive,3.7,average,132.0,1995-04-07 00:00:00,UZ 100391 Tashkent Lake Amy,"{""hobbies"":[""prove"", ""central""]}",Tashkent,,100391,"{'hobbies': ['prove', 'central']}","prove,central",,,,,,,,,,,,,
51,52,Mitchell Conway,19,Female,63.0,+1-570-911-9906,Lake Louis,,1994-06-13 04:13:00,Data science,,inactive,,,205.0,2023-01-10 06:52:10,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""painting"", ""tough""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 2}, ""soft"": [""hour"", ""series""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 543, ""mother"": 1003}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",,,,"{'hobbies': ['painting', 'tough'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['hour', 'series']}, 'family': {'siblings': 3, 'income': {'father': 543, 'mother': 1003}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","painting,tough",4.0,5.0,2.0,"hour,series",3.0,543.0,1003.0,laptop,Dell,2015.0,phone,Apple,2020.0
52,53,,20,Female,88.0,+1-780-869-1118,West Lindsayview,dclark@boyd.info,2012-06-25 00:00:00,Data science,,inactive,3.7,average,251.0,1990-03-31 00:00:00,UZ 100232 Tashkent Annabury,"{""hobbies"":[""least"", ""question""]}",Tashkent,,100232,"{'hobbies': ['least', 'question']}","least,question",,,,,,,,,,,,,
53,54,Heather Moreno,19,Female,83.0,+1-438-917-8289,South Jasmine,woodsanna@wilkinsonglenn.info,2025-07-25 00:00:00,Data science,,pending,,excellent,221.0,2024-01-16 00:00:00,"Christown 6-kv, dom 20, Tashkent","{""hobbies"": [""leave"", ""effect""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 5}, ""soft"": [""six"", ""reduce""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 581, ""mother"": 302}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",Tashkent,,,"{'hobbies': ['leave', 'effect'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 5}, 'soft': ['six', 'reduce']}, 'family': {'siblings': 1, 'income': {'father': 581, 'mother': 302}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","leave,effect",3.0,5.0,5.0,"six,reduce",1.0,581.0,302.0,laptop,Dell,2020.0,phone,Apple,2020.0
54,55,Todd Moore,21,Male,,+1-517-494-2230,Richardview,schmidtregina@gmail.com,1999-04-29 21:01:29,Data science,,inactive,0.0,excellent,51.0,1998-03-22 03:51:00,"Apartment 40, West Davidhaven district, Tashkent, UZ, 100291","{""hobbies"":[""save"", ""most""]}",Tashkent, West Davidhaven,100291,"{'hobbies': ['save', 'most']}","save,most",,,,,,,,,,,,,
55,56,,21,Female,90.0,,Katelynton,dominguezerin@solis.org,2021-09-21 03:28:09,Python,,inactive,4.5,,298.0,1980-07-14 00:00:00,"Apartment 42, South Charles district, Tashkent, UZ, 100904","{""hobbies"": [""where"", ""game""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 1}, ""soft"": [""per"", ""detail""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 602, ""mother"": 1380}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}",Tashkent, South Charles,100904,"{'hobbies': ['where', 'game'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 1}, 'soft': ['per', 'detail']}, 'family': {'siblings': 1, 'income': {'father': 602, 'mother': 1380}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","where,game",4.0,2.0,1.0,"per,detail",1.0,602.0,1380.0,laptop,Lenovo,2019.0,phone,Samsung,2022.0
56,57,Ashley Lowe,20,Female,90.0,+1-501-690-0671,Robertshire,zvargas@chapman.org,2025-02-08 09:46:00,Data science,,inactive,,average,236.0,2023-01-02 00:00:00,"87807 Kayla Glens, Autumnmouth",,,,,,,,,,,,,,,,,,,
57,58,Eric Holmes,18,Male,57.0,+1-421-927-3279,West Tricia,ali@gmail.com,2001-03-13 12:56:00,Data science,80.0,pending,,excellent,160.0,2020-05-21 00:00:00,"682 Vasquez Expressway Suite 699, West Nicolechester","{""hobbies"": [""recognize"", ""between""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 2}, ""soft"": [""image"", ""leg""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1178, ""mother"": 1209}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}",,,,"{'hobbies': ['recognize', 'between'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 2}, 'soft': ['image', 'leg']}, 'family': {'siblings': 5, 'income': {'father': 1178, 'mother': 1209}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}","recognize,between",5.0,2.0,2.0,"image,leg",5.0,1178.0,1209.0,laptop,Lenovo,2021.0,phone,Xiaomi,2020.0
58,59,Nathan Melendez,20,Female,75.0,+1-267-108-2545,Wheelerport,,1971-06-20 00:00:00,Data science,,active,4.5,average,65.0,1970-09-19 00:00:00,"Apartment 9, Laurabury district, Tashkent, UZ, 100798","{""hobbies"":[""offer"", ""president""]}",Tashkent, Laurabury,100798,"{'hobbies': ['offer', 'president']}","offer,president",,,,,,,,,,,,,
59,60,Brett Cabrera,20,Unknown,90.0,,Port Carlos,,2022-07-07 17:07:18,Data science,,active,,excellent,121.0,1972-01-29 00:00:00,"East Elizabethhaven 9-kv, dom 15, Tashkent",,Tashkent,,,,,,,,,,,,,,,,,
60,61,William Moore,20,Female,93.0,+1-542-835-7188,Port Juanland,,2010-05-07 00:00:00,Data science,,inactive,3.2,average,50.0,1983-06-05 05:46:56,"6258 Gordon Road, Smithshire","{""hobbies"": [""painting"", ""kid""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 2}, ""soft"": [""fill"", ""growth""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 964, ""mother"": 1178}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",,,,"{'hobbies': ['painting', 'kid'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 2}, 'soft': ['fill', 'growth']}, 'family': {'siblings': 5, 'income': {'father': 964, 'mother': 1178}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","painting,kid",1.0,4.0,2.0,"fill,growth",5.0,964.0,1178.0,laptop,Lenovo,2017.0,phone,Samsung,2024.0
61,62,Margaret Lopez,20,Male,90.0,+1-518-984-8100,East Caitlinfurt,ogarcia@hahn.net,1980-02-04 04:04:00,Python,,active,4.07,,183.0,2023-09-26 21:00:08,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""others"", ""one""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 2}, ""soft"": [""enjoy"", ""test""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 946, ""mother"": 741}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",,,,"{'hobbies': ['others', 'one'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 2}, 'soft': ['enjoy', 'test']}, 'family': {'siblings': 5, 'income': {'father': 946, 'mother': 741}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","others,one",3.0,5.0,2.0,"enjoy,test",5.0,946.0,741.0,laptop,HP,2024.0,phone,Samsung,2018.0
62,63,William Olsen,22,Female,90.0,+1-207-589-1183,East Sophia,,1995-11-13 00:00:00,Data_sciense,,inactive,3.72,excellent,138.0,1999-04-21 00:00:00,"9057 Griffin Heights, Rasmussenside",,,,,,,,,,,,,,,,,,,
63,64,,19,Female,90.0,,Christopherborough,,2014-12-15 00:00:00,Python,,active,4.5,good,97.0,2011-04-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""stock"", ""management""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 1}, ""soft"": [""move"", ""bar""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 786, ""mother"": 987}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",,,,"{'hobbies': ['stock', 'management'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 1}, 'soft': ['move', 'bar']}, 'family': {'siblings': 3, 'income': {'father': 786, 'mother': 987}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","stock,management",3.0,5.0,1.0,"move,bar",3.0,786.0,987.0,laptop,HP,2020.0,phone,Samsung,2018.0
64,65,Randall Heath,18,Male,90.0,+1-346-373-6033,Deleonside,,2022-08-11 18:02:11,Python,65.0,pending,4.5,average,105.0,1985-10-02 00:00:00,"Apartment 7, Lutzfort district, Tashkent, UZ, 100220","{""hobbies"": [""position"", ""stuff""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 1}, ""soft"": [""two"", ""economy""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 527, ""mother"": 408}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2023}]}",Tashkent, Lutzfort,100220,"{'hobbies': ['position', 'stuff'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 1}, 'soft': ['two', 'economy']}, 'family': {'siblings': 5, 'income': {'father': 527, 'mother': 408}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","position,stuff",3.0,4.0,1.0,"two,economy",5.0,527.0,408.0,laptop,HP,2021.0,phone,Xiaomi,2023.0
65,66,,20,Male,90.0,+1-114-989-5033,North Markbury,nrichard@carney.com,2012-03-29 00:00:00,Data_sciense,99.0,inactive,4.5,average,274.0,2016-12-24 09:42:22,"67890 Conrad Walks, East Tannermouth","{""hobbies"": [""shake"", ""behind""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 5}, ""soft"": [""what"", ""happy""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1227, ""mother"": 564}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",,,,"{'hobbies': ['shake', 'behind'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 5}, 'soft': ['what', 'happy']}, 'family': {'siblings': 5, 'income': {'father': 1227, 'mother': 564}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","shake,behind",3.0,4.0,5.0,"what,happy",5.0,1227.0,564.0,laptop,Dell,2017.0,phone,Apple,2019.0
66,67,Ashley Mills,0,Female,90.0,,Youngside,,2012-07-27 00:00:00,Data science,,pending,,excellent,276.0,1991-06-04 04:44:47,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""share"", ""fly""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 3}, ""soft"": [""floor"", ""question""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1427, ""mother"": 1378}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",,,,"{'hobbies': ['share', 'fly'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 3}, 'soft': ['floor', 'question']}, 'family': {'siblings': 0, 'income': {'father': 1427, 'mother': 1378}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","share,fly",2.0,5.0,3.0,"floor,question",0.0,1427.0,1378.0,laptop,Lenovo,2017.0,phone,Xiaomi,2022.0
